Id,AcceptedAnswerId,CreationDate,Title,Body,Tags,AnswerBody,Params
18712650,18729891,2013-09-10 07:10:54,Cassandra: what is the correct configuration for EC2 multi-region?,"<p>What is the correct configuration for a mulit-region setup in EC2 instances?</p>

<p>What should the listen_address, broadcast_address, rpc_address and seed ip/addresses be to work?</p>

<p>When do you use public IP address and when do you use private IP addresses?</p>
",<amazon-ec2><cassandra>,"<p>According to the <a href=""http://www.datastax.com/documentation/cassandra/1.2/webhelp/index.html?pagename=docs&amp;version=1.2&amp;file=#cassandra/configuration/configCassandra_yaml_r.html"" rel=""noreferrer"">docs</a>:</p>

<p><code>broadcast_address</code>: (Default: <code>listen_address</code>) If your Cassandra cluster is deployed across multiple Amazon EC2 regions and you use the EC2MultiRegionSnitch, set the broadcast_address to public IP address of the node and the listen_address to the private IP.</p>

<p><code>listen_address</code>: (Default: localhost) The IP address or hostname that other Cassandra nodes use to connect to this node. If left unset, the hostname must resolve to the IP address of this node using/etc/hostname, /etc/hosts, or DNS. Do not specify 0.0.0.0.</p>

<p><code>rpc_address</code>: (Default: localhost) The listen address for client connections (Thrift remote procedure calls). </p>

<p><code>seed_provider</code>: (Default: org.apache.cassandra.locator.SimpleSeedProvider) A list of comma-delimited hosts (IP addresses) to use as contact points when a node joins a cluster. Cassandra also uses this list to learn the topology of the ring. When running multiple nodes, you must change the - seeds list from the default value (127.0.0.1). In multiple data-center clusters, the - seeds list should include at least one node from each data center (replication group)</p>

<p>Trying to summarize:</p>

<ol>
<li>the <code>rpc_address</code> is used for client connections and has nothing to do with multi-region EC2</li>
<li>the <code>listen_address</code> and <code>broadcast_address</code> are the 2 important options for multi-region EC2 configuration</li>
<li><p>in general when configuring any of these answer 2 questions: </p>

<ol>
<li>who is connecting? (another nodes? clients?)</li>
<li>what IPs are accessible? (is this network interface accessible to who is connecting?)</li>
</ol></li>
</ol>
","['listen_address', 'broadcast_address']"
18842369,18850980,2013-09-17 06:05:10,Cassandra nodetool could not resolve '127.0.0.1': unknown host,"<p>I am very new to cassandra. Just started exploring.</p>

<p>I am running a single node cassandra server &amp; facing a problem in seeing status of the cassandra using nodetool command.</p>

<p>I have hostname configured on my VM as myMachineIP cass1 in /etc/hosts</p>

<p>and </p>

<p>I configured my cassandra_instal_path/conf/cassandra.yaml file with listen_address, rpc_address as localhost and clustername as casscluster</p>

<p>(also tried with my hostname which is cass1 as listen_address/rpc_address)</p>

<p>Not sure what is the reason why i am not able to get statususing nodetool command.</p>

<pre><code>$ nodetool

Cannot resolve '127.0.0.1': unknown host

$ nodetool -host 127.0.0.1

Cannot resolve '127.0.0.1': unknown host

$ nodetool -host cass1

Cannot resolve 'cass1': unknown host
</code></pre>

<p>But i am able to connect to cassandra-cli</p>

<p>console output:</p>

<pre><code>Connected to: ""casscluster"" on 127.0.0.1/9160
Welcome to Cassandra CLI version 1.2.8

Type 'help;' or '?' for help.
Type 'quit;' or 'exit;' to quit.
</code></pre>

<p>my /etc/hosts looks like:</p>

<pre><code>127.0.0.1       localhost.localdomain   localhost.localdomain   localhost4      localhost4.localdomain4 localhost       cass1

::1     localhost.localdomain   localhost.localdomain   localhost6      localhost6.localdomain6 localhost       cass1


[myMachineIP]  cass1
</code></pre>

<p>what could be the reason why i am not able to run nodetool?</p>

<p>Please help.</p>
",<cassandra><nodetool>,"<p>try setting actual IP address in  listen_address, rpc_address than localhost</p>
",['rpc_address']
18877420,18877486,2013-09-18 16:22:48,Can I have different partitioners in a multiple datacenter configuration in cassandra?,"<p>Can I have RandomPartitioner in the cluster in datacenter1 and Murmur3Partitioner in the cluster in datacenter2?  </p>
",<cassandra><partitioner>,"<p>No, you need to have the same partitioner on all nodes in the cluster.</p>

<p>If you are asking this because you want a way of migrating from RandomPartitioner to Murmur3Partitioner then it won't work unfortunately.  I don't know of a method of moving to Murmur3Partitioner  on a live cluster, but the benefit is small so it is unlikely to be worth doing.</p>
",['partitioner']
19090855,19091104,2013-09-30 09:32:23,Cassandra write strategy,"<p>I want to write 1 billions rows with 2 connected nodes in Cassandra. I use 8 threads from the clients but I don't know whether I write only in one node or both to have the max performance?
Thanks</p>
",<cassandra>,"<p>It won't matter if you write to one node or both. Whichever node is receiving the updates (called the coordinator node) will partition the data based on the partitioner and distribute the necessary section of data to the other node. So whether the updates goes to 1 node or 2, the same network latency and processing will be carried out overall.</p>

<p>With 8 threads you should see good write performance, as Cassandra is optimized for a write heavy workload.</p>

<p>Here is a good treatment of <a href=""http://www.datastax.com/docs/1.0/cluster_architecture/about_client_requests"" rel=""nofollow"">client requests</a>.</p>
",['partitioner']
19143452,19145402,2013-10-02 17:49:55,Datastax Java driver to autodiscover all the nodes for specific datacenter in its connection pool?,"<p>I have recently started using <code>Cassandra</code> in our <code>Production environment</code>. We have a <code>24 node cluster</code> with <code>replication factor of 4</code>. Meaning <code>2 copies</code> will be there in <code>each datacenter</code>. So that means we have a single cross colo cluster with <code>24 nodes</code> which means <code>12 nodes in SLC colo</code> and <code>12 nodes in PHX colo</code>.</p>

<p>I am using <code>Astyanax client</code> currently to write the data in <code>Cassandra database</code>. And I know Astyanax client has this feature to autodiscover all the nodes in PHX colo or SLC colo of cassandra in its connection pooling but not all of the nodes.</p>

<p>In Astyanax we can use something like below - </p>

<pre><code>setLocalDatacenter(""DC1"")
</code></pre>

<p>Now we are planning to use Datastax Java driver. And I am not sure whether Datastax java driver has this feature or not to autodiscover all the cassandra nodes in its connection pool only for specific datacenter and not all the datacenters?</p>
",<java><cassandra><astyanax><datastax-java-driver>,"<p>The driver will discover all the nodes in your cluster, you want to change your load balancing policy in your client code. Specifically you want to use the dc aware load balancing policy.</p>

<p><a href=""http://www.datastax.com/drivers/java/apidocs/com/datastax/driver/core/policies/DCAwareRoundRobinPolicy.html"" rel=""nofollow"">http://www.datastax.com/drivers/java/apidocs/com/datastax/driver/core/policies/DCAwareRoundRobinPolicy.html</a></p>
",['dc']
19374143,19997995,2013-10-15 05:53:22,Get rows using first component of composite key using hector client in Cassandra,"<p>I'm using composite datatype in rowkey, column family is as below</p>

<pre><code>create column family CompositeTest
with comparator = 'UTF8Type'
and key_validation_class = 'CompositeType(UTF8Type,UTF8Type)'
and default_validation_class = 'UTF8Type';
</code></pre>

<p>The sample data of this column family as below,</p>

<pre><code>RowKey: s2:2222222
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
-------------------
RowKey: s2:3333333
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
-------------------
RowKey: s2:1111111
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
-------------------
RowKey: s1:3333333
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
-------------------
RowKey: s1:2222222
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
-------------------
RowKey: s1:1111111
=&gt; (column=param1, value=value1
=&gt; (column=param2, value=value2
=&gt; (column=param3, value=value3
</code></pre>

<p>I want to get all the rows which first component of row key is ""s1"". Is it possible using Hector client? if not then by which cassandra client its possible?</p>

<p>I've tried by using following code, but its not working,</p>

<pre><code>Composite start = new Composite();
        start.addComponent(0, ""s1"", ComponentEquality.EQUAL);

        Composite end = new Composite();
        end.addComponent(0, ""s1"", ComponentEquality.GREATER_THAN_EQUAL);

        RangeSlicesQuery&lt;Composite, String, String&gt; rangeSlicesQuery = HFactory.createRangeSlicesQuery(keyspace, new CompositeSerializer(), StringSerializer.get(),  StringSerializer.get()); 
        rangeSlicesQuery.setKeys(start, end);
        rangeSlicesQuery.setRange(""param1"", ""param3"", false, 100);
        rangeSlicesQuery.setColumnFamily(""CompositeTest"");
        rangeSlicesQuery.setRowCount(11);
        QueryResult&lt;OrderedRows&lt;Composite, String, String&gt;&gt;  queryResult = rangeSlicesQuery.execute();

        Rows&lt;Composite, String, String&gt; rows = queryResult.get();
        Iterator&lt;Row&lt;Composite, String, String&gt;&gt; rowsIterator = rows.iterator();
</code></pre>

<p>Thanks in advance...</p>
",<java><jakarta-ee><cassandra><hector>,"<p>The problem is you are trying to perform a slice on the row keys. 
It is not possible at all if you are using in Cassandra  a random partitioner (e.g RandomPartitioner or Murmur3Partitioner).  It could be possible (but I've never tried) if you are using a order preserving partitioner. In you case should be a CompositeKeyPartitioner that unlucky doesn't exist and thus you should have to write it by yourself. Then you should also configure the cluster by calculating the right tokens in according with your data. 
As you can see, it is not the easiest way. </p>

<p>BUT, you can do the same, if you just put the composite value in the Column name instead of the key. 
You can define you CF in such way:</p>

<pre><code>create column family CompositeTest
   with comparator = 'CompositeType(UTF8Type,UTF8Type)'
   and key_validation_class = 'UTF8Type'
   and default_validation_class = 'UTF8Type';
</code></pre>

<p>And store the data like:</p>

<pre><code>RowKey: s2
=&gt; (column=2222222:param1, value=value1
=&gt; (column=2222222:param2, value=value2
=&gt; (column=2222222:param3, value=value3
=&gt; (column=3333333:param1, value=value1
=&gt; (column=3333333:param2, value=value2
=&gt; (column=3333333:param3, value=value3
=&gt; (column=1111111:param1, value=value1
=&gt; (column=1111111:param2, value=value2
=&gt; (column=1111111:param3, value=value3
-------------------
RowKey: s1:
=&gt; (column=3333333:param1, value=value1
=&gt; (column=3333333:param2, value=value2
=&gt; (column=3333333:param3, value=value3
=&gt; (column=2222222:param1, value=value1
=&gt; (column=2222222:param2, value=value2
=&gt; (column=2222222:param3, value=value3
=&gt; (column=1111111:param1, value=value1
=&gt; (column=1111111:param2, value=value2
=&gt; (column=1111111:param3, value=value3
</code></pre>

<p>With this structure the query you thought it's quite easy, and then you can always slice on the column name to select only those columns inside the interval you want.</p>
",['partitioner']
19663884,19666901,2013-10-29 16:25:11,Error trying to connect using Astyanax to Cassandra hosted on a EC2 instance,"<p>I am getting the following error ""astyanax.connectionpool.exceptions.PoolTimeoutException:"" when trying to use client Astyanax  to connect to Cassandra on a EC2 instance. Need help</p>

<pre><code>Following is my code snippet.
   import org.mortbay.jetty.servlet.Context;

  import com.netflix.astyanax.AstyanaxContext;
  import com.netflix.astyanax.Keyspace;
  import com.netflix.astyanax.MutationBatch;
  import com.netflix.astyanax.connectionpool.NodeDiscoveryType;
  import com.netflix.astyanax.connectionpool.OperationResult;
  import com.netflix.astyanax.connectionpool.exceptions.ConnectionException;
  import com.netflix.astyanax.connectionpool.impl.ConnectionPoolConfigurationImpl;
  import com.netflix.astyanax.connectionpool.impl.ConnectionPoolType;
  import com.netflix.astyanax.connectionpool.impl.CountingConnectionPoolMonitor;
  import com.netflix.astyanax.impl.AstyanaxConfigurationImpl;
  import com.netflix.astyanax.model.Column;
  import com.netflix.astyanax.model.ColumnFamily;
  import com.netflix.astyanax.model.ColumnList;
  import com.netflix.astyanax.model.CqlResult;
  import com.netflix.astyanax.serializers.StringSerializer;
  import com.netflix.astyanax.thrift.ThriftFamilyFactory;


  public class MetadataRS {


    public static void main(String args[]){
    AstyanaxContext&lt;Keyspace&gt; context = new AstyanaxContext.Builder()
    .forCluster(""ClusterName"")
    .forKeyspace(""KeyspaceName"")
    .withAstyanaxConfiguration(new AstyanaxConfigurationImpl()   
        .setDiscoveryType(NodeDiscoveryType.RING_DESCRIBE)
        .setConnectionPoolType(ConnectionPoolType.ROUND_ROBIN)
    )
    .withConnectionPoolConfiguration(new     ConnectionPoolConfigurationImpl(""MyConnectionPool"")
        .setPort(9042)
        .setMaxConnsPerHost(40)
        .setSeeds(""&lt;EC2-IP&gt;:9042"")
        .setConnectTimeout(5000)
    )
    .withConnectionPoolMonitor(new CountingConnectionPoolMonitor())
    .buildKeyspace(ThriftFamilyFactory.getInstance());

    context.start();
    Keyspace keyspace = context.getEntity();
    System.out.println(keyspace);

    ColumnFamily&lt;String, String&gt; CF_USER_INFO =
              new ColumnFamily&lt;String, String&gt;(
                ""Standard1"",              // Column Family Name
                StringSerializer.get(),   // Key Serializer
                StringSerializer.get());  // Column 

    OperationResult&lt;ColumnList&lt;String&gt;&gt; result = null;
    try {
        result = keyspace.prepareQuery(CF_USER_INFO)
            .getKey(""user_id_hash"")
            .execute();
    } catch (ConnectionException e) {
        // TODO Auto-generated catch block
        e.printStackTrace();
    }
            ColumnList&lt;String&gt; columns = result.getResult();

            // Lookup columns in response by name 

            String uid   = columns.getColumnByName(""user_id_hash"").getStringValue();

            System.out.println(uid);
            // Or, iterate through the columns
            for (Column&lt;String&gt; c : result.getResult()) {
              System.out.println(c.getName());
            }
 }
 }
</code></pre>

<p>Error
    com.netflix.astyanax.thrift.ThriftKeyspaceImpl@1961f4
    com.netflix.astyanax.connectionpool.exceptions.PoolTimeoutException: PoolTimeoutException: [host=():9042, latency=5001(5001), attempts=1] Timed out waiting for connection
        at com.netflix.astyanax.connectionpool.impl.SimpleHostConnectionPool.waitForConnection(SimpleHostConnectionPool.java:201)
        at com.netflix.astyanax.connectionpool.impl.SimpleHostConnectionPool.borrowConnection(SimpleHostConnectionPool.java:158)
        at com.netflix.astyanax.connectionpool.impl.RoundRobinExecuteWithFailover.borrowConnection(RoundRobinExecuteWithFailover.java:60)
        at com.netflix.astyanax.connectionpool.impl.AbstractExecuteWithFailoverImpl.tryOperation(AbstractExecuteWithFailoverImpl.java:50)
        at com.netflix.astyanax.connectionpool.impl.AbstractHostPartitionConnectionPool.executeWithFailover(AbstractHostPartitionConnectionPool.java:229)
        at com.netflix.astyanax.thrift.ThriftColumnFamilyQueryImpl$1.execute(ThriftColumnFamilyQueryImpl.java:180)
        at com.rjil.jiodrive.rs.MetadataRS.main(MetadataRS.java:57)
    Exception in thread ""main"" java.lang.NullPointerException
        at com.rjil.jiodrive.rs.MetadataRS.main(MetadataRS.java:62)</p>
",<amazon-ec2><cassandra><astyanax>,"<p>Since you are running cassandra on EC2 instance, check that the cassandra's port no. (which you have choosen as 9042) is in the allowed list of ec2 security group and that you have access to it. If not add the port no. in the inbound list of the ec2 security group and set the ip ranges as 0.0.0.0.
Alos check the firewall on the ec2 is turned off. By default its false, but its good to check it anyway.</p>

<p>If you have done this, then your client might be behind a firewall that prevents outbound traffic to your choosen port (9042).</p>

<p>Lastly if you have not used any elastic ip, its better to use the ec2 instance dns name, both in your setSeeds section and in the rpc_address of cassandra.yaml</p>
",['rpc_address']
19722075,19722566,2013-11-01 06:47:43,How to generate tokens for my two node Cassandra cluster?,"<p>I am trying to setup two node Cassandra Cluster on windows machine. I have basically two windows machine and I was following this datastax <a href=""http://www.datastax.com/2012/01/how-to-setup-and-monitor-a-multi-node-cassandra-cluster-on-windows"" rel=""nofollow"">tutorial</a></p>

<p>Whenever I use the below command to get the token number from the above tutorial -</p>

<pre><code>python -c ""num=2; print """"\n"""".join([(""""token %d: %d"""" %(i,(i*(2**127)/num))) for i in range(0,num)])""
</code></pre>

<p>I always get this error - </p>

<pre><code>C:\Users\username&gt;python -c ""num=2; print """"\n"""".join([(""""token %d: %d"""" %(i,(i*(2**127)/num))) for i
in range(0,num)])""
  File ""&lt;string&gt;"", line 1
    num=2; print ""\n"".join([(""token %d: %d"" %(i,(i*(2**127)/num))) for i in range(0,num)])
                    ^
SyntaxError: invalid syntax
</code></pre>
",<python><cassandra><datastax-enterprise><opscenter>,"<p>You might have better luck putting that command into an actual Python script.
Here is a similar Python script that I use (saved as newCluster.py):</p>

<pre><code>import sys

if (len(sys.argv) &gt; 1):
        num=int(sys.argv[1])
else:
        num=int(raw_input(""How many nodes are in your cluster? ""))
for i in range(0, num):
        print 'node %d: %d' % (i, (i*(2**127)/num))
</code></pre>

<p>When I run that for two nodes, I get:</p>

<pre><code>How many nodes are in your cluster? 2
node 0: 0
node 1: 85070591730234615865843651857942052864
</code></pre>

<p>Here is exactly how I edit and run it:</p>

<p><img src=""https://i.stack.imgur.com/v421c.jpg"" alt=""enter image description here""></p>

<p>Which version of Python are you using?  I have tested this script in 2.6.7 and 2.7.3.</p>

<p>Also to be balanced, your initial_token values for a two node cluster simply need to have a difference of 85,070,591,730,234,615,865,843,651,857,942,052,864.  They don't necessarily have to be 0 and 85070591730234615865843651857942052864; although those two values should work just fine.</p>
",['initial_token']
19940513,20001792,2013-11-12 21:43:45,Hash value from keys on Cassandra,"<p>I'm developing a mechanism for Cassandra using Hector. 
What I need at this moment is to know which are the hash values of the keys to look at which node is stored (looking at the tokens of each one), and ask directly this node for the value. What I understood is that depending on the partitioner Cassandra uses, the values are stored independently from one partitioner to other. So, are the hash values of all keys stored in any table? In case not, how could I implement a generic class that once I read from System Keyspace the partitioner that is using Cassandra this class could be an instance of it without the necessity of modifying the code depending on the partitioner? I would need it to call the getToken method to calculate the hash value for a given key.</p>
",<hash><cassandra><key><hector><partitioner>,"<p>Finally after testing different implementations I found the way to get the partitioner using the next code:</p>

<pre><code>            CqlQuery&lt;String, String, String&gt; cqlQuery = new CqlQuery&lt;String, String, String&gt;(
            ksp, StringSerializer.get(), StringSerializer.get(),   StringSerializer.get());
            cqlQuery.setQuery(""select partitioner from local"");
            QueryResult&lt;CqlRows&lt;String, String, String&gt;&gt; result = cqlQuery.execute();
            CqlRows rows = result.get();
            for (int i = 0; i &lt; rows.getCount(); i++) {
                RowImpl&lt;String, String, String&gt; row = (RowImpl&lt;String, String, String&gt;) rows
                .getList().get(i);
                List&lt;HColumn&lt;String, String&gt;&gt; column = row.getColumnSlice().getColumns();
                for (HColumn&lt;String , String&gt; c: column) {
                    System.out.println(c.getValue());
            }

    } 
</code></pre>
",['partitioner']
19992430,20012429,2013-11-15 02:28:45,Bring back a dead datacenter: repair or rebuild,"<p>I had Cassandra cluster running across two data centers, for some reason, one data center was taken down for a while, and now I'm planning to bring it back. I'm thinking about two approaches: 
One is to start up all Cassandra nodes of this data center and run ""nodetool repair "" on each node one by one. But It looks like 'repair' takes long time. I had an experience to repair 6GB data on a node before, it took me 5 hours on one node (3 nodes cluster). I have much more data on the cluster now, can't image how long it will take. 
So I'm thinking if I can run re-build instead of repair. I can delete all old data on this data center and re-build it as adding a new data center. But not sure if it works and how performance would be. </p>

<p>Any idea on it? Any suggestion would be appreciated. Thanks in advance. </p>
",<cassandra>,"<p>If the data center was down for more than 10 days then rebuild is the only option. This has to do with the <a href=""http://wiki.apache.org/cassandra/DistributedDeletes"" rel=""nofollow"">tombstones</a>. I am not 100% sure how that works across different data centers, but if you have a server that was down for more than 10 days, any data that has been deleted in the live server has been tombstoned and kept there for 10 days, then removed completely. If all suddenly your downed server wakes up from the sleep, with all deleted data not tombstoned, then it will be repopulated back to the ring via read repair or regular repair operation.</p>

<p>Another thing to consider, is how much data has changed/deleted since the datacenter went down. If a lot, then it obviously it is less work to rebuild. If not then maybe repair will be faster.</p>

<p>You can create another datacenter, add nodes to it with <code>auto_bootstrap: false</code> and then run <code>nodetool rebuild &lt;live dc name&gt;</code></p>

<p>Good luck!</p>
",['dc']
20219934,20220872,2013-11-26 14:34:08,I can't start Cassandra Server in Eclipse( Unknown Commitlog version 4),"<p>I'm trying to run Cassandra in eclipse, but I'm getting this exception</p>

<pre><code>java.lang.IllegalStateException: Unknown commitlog version 4Exception encountered during startup: Unknown commitlog version 4

at org.apache.cassandra.db.commitlog.CommitLogDescriptor.getMessagingVersion(CommitLogDescriptor.java:81)
at org.apache.cassandra.db.commitlog.CommitLogReplayer.recover(CommitLogReplayer.java:118)
at org.apache.cassandra.db.commitlog.CommitLogReplayer.recover(CommitLogReplayer.java:93)
at org.apache.cassandra.db.commitlog.CommitLog.recover(CommitLog.java:146)
at org.apache.cassandra.db.commitlog.CommitLog.recover(CommitLog.java:126)
at org.apache.cassandra.service.CassandraDaemon.setup(CassandraDaemon.java:305)
at org.apache.cassandra.service.CassandraDaemon.activate(CassandraDaemon.java:461)
at org.apache.cassandra.service.CassandraDaemon.main(CassandraDaemon.java:504)
</code></pre>

<p>What am I doing wrong?</p>
",<eclipse><cassandra>,"<p>Sounds like a version mismatch - possibly from downgrading Cassandra[?]</p>

<p>What version of Cassandra are you using in eclipse? Also, did you have another version running <em>and sharing the same commitlogs</em>? It is likely you have commitlogs from one version of cassandra being read from another. (That was my experience.)</p>

<p>Adding the solution, as provided by @LyubenTodorov in the comments:</p>

<blockquote>
  <p>To solve this either change your commitlog_directory or empty your current commitlog dir (default is /var/lib/cassandra/commitlog) </p>
</blockquote>
",['commitlog_directory']
20502001,20552508,2013-12-10 18:05:40,How much load can cassandra handle on m1.xlarge instance?,"<p>I setup 3 nodes of Cassandra (1.2.10) cluster on 3 instances of EC2 m1.xlarge. </p>

<p>Based on default configuration with several guidelines included, like:</p>

<ul>
<li>datastax_clustering_ami_2.4</li>
<li>not using EBS, raided 0 xfs on ephemerals instead,</li>
<li>commit logs on separate disk,</li>
<li>RF=3,</li>
<li>6GB heap, 200MB new size (also tested with greater new size/heap values),</li>
<li>enhanced limits.conf.</li>
</ul>

<p>With <strong>500 writes per second</strong>, the cluster works only for couple of hours. After that time it seems like not being able to respond because of CPU overload (mainly GC + compactions).</p>

<p>Nodes remain Up, but their load is huge and logs are full of GC infos and messages like:</p>

<pre><code>ERROR [Native-Transport-Requests:186] 2013-12-10 18:38:12,412 ErrorMessage.java (line 210) Unexpected exception during request java.io.IOException: Broken pipe
</code></pre>

<p>nodetool shows many dropped mutations on each node:</p>

<pre><code>Message type           Dropped
RANGE_SLICE                  0
READ_REPAIR                  7
BINARY                       0
READ                         2
MUTATION               4072827
_TRACE                       0
REQUEST_RESPONSE          1769
</code></pre>

<p>Is 500 wps too much for 3-node cluster of m1.xlarge and I should add nodes? Or is it possible to further tune GC somehow? <strong>What load are you able to serve with 3 nodes of m1.xlarge? What are your GC configs?</strong></p>
",<amazon-ec2><garbage-collection><cassandra>,"<p>Cassandra is perfectly able to handle <em>tens of thousands</em> small writes per second on a single node. I just checked on my <em>laptop</em> and got about 29000 writes/second from cassandra-stress on Cassandra 1.2. So 500 writes per second is not really an impressive number even for a single node. </p>

<p>However beware that there is also a limit on how fast data can be flushed to disk and you definitely don't want your incoming data rate to be close to the physical capabilities of your HDDs. Therefore 500 writes per second can be too much, if those writes are big enough.</p>

<p>So first - what is the average size of the write? What is your replication factor? Multiply number of writes by replication factor and by average write size - then you'll approximately know what is required write throughput of a cluster. But you should take some safety margin for other I/O related tasks like compaction. There are various benchmarks on the Internet telling a single m1.xlarge instance should be able to write anywhere between 20 MB/s to 100 MB/s...</p>

<p>If your cluster has sufficient I/O throughput (e.g. 3x more than needed), yet you observe OOM problems, you should try to:</p>

<ol>
<li>reduce memtable_total_space_mb (this will cause C* to flush smaller memtables, more often, freeing heap earlier)</li>
<li>lower write_request_timeout to e.g. 2 seconds instead of 10 (if you have big writes, you don't want to keep too many of them in the incoming queues, which reside on the heap)</li>
<li>turn off row_cache (if you ever enabled it)</li>
<li>lower size of the key_cache</li>
<li>consider upgrading to Cassandra 2.0, which moved quite a lot of things off-heap (e.g. bloom filters and index-summaries); this is especially important if you just store lots of data per node</li>
<li>add more HDDs and set multiple data directories, to improve flush performance</li>
<li>set larger new generation size; I usually set it to about 800M for a 6 GB heap, to avoid pressure on the tenured gen. </li>
<li>if you're sure memtable flushing lags behind, make sure sstable compression is enabled - this will reduce amount of data physically saved to disk, at the cost of additional CPU cycles</li>
</ol>
",['write_request_timeout']
20643515,20645781,2013-12-17 19:59:36,Cassandra not balancing data over existing nodes in cluster,"<p>Greeings,
I have configured 3 node Cassandra 1.2.12 cluster and I am able to connect to master and create keyspaces and tables over all nodes. However, I want to run YCSB over my cluster so when I run YCSB and load data it is all loaded on Master. Since I am loading 1000000 records I calculated initial tokens by dividing that number by number of nodes I have.
When I run nodetool I get something like:</p>

<pre><code>Address    Rack    Status    State    Load    Owns    Token
10.3.2.8   2       Up        Normal   1.08GB  100%    0
10.3.1.231 2       Up        Normal   67.58KB  0%     330000
10.3.1.128 2       Up        Normal   52.79KB  0%     660000
</code></pre>

<p>Did someone had same problem? I have tried using tokengentool to assign tokes and diffrenet partitions (Murmur3 and Random) and it was all same, just loading all data on Master node.</p>

<p>Regards, Veronika.</p>
",<cassandra><data-partitioning><ycsb>,"<p>A ""row"" does not equal a token in Cassandra.  Regardless of the number of rows you intend to store, Cassandra's RandomPartitioner supports 2^127 tokens.  For a 3-node cluster, those initial tokens should be increments of 56,713,727,820,156,410,577,229,101,238,628,035,242 apart from each other.</p>

<p>Using DataStax's Python script for computing initial tokens, these RandomPartitioner values should work for you:</p>

<pre><code>node 0: 0
node 1: 56713727820156410577229101238628035242
node 2: 113427455640312821154458202477256070485
</code></pre>

<p>If you are using the Murmur3 Partitioner (-2^63 to +2^63 tokens), use these values:</p>

<pre><code>node 0: -9223372036854775808
node 1: -3074457345618258603
node 2: 3074457345618258602
</code></pre>

<p>So at this point, you have two choices:</p>

<p>1 - Decommission 10.3.1.231 and 10.3.1.128, stop the nodes, alter their initial_token values to match what I have above, and restart them.  But given the fact that you have mentioned trying both the Murmur3 and RandomPartitioner, I'm thinking that it might be best for your to go with option #2 below.</p>

<p>2 - Stop all nodes, delete your data, <a href=""http://www.datastax.com/documentation/cassandra/1.2/webhelp/index.html#cassandra/initialize/initializeSingleDS.html"" rel=""nofollow"">follow these instructions</a>, and reload your data.</p>

<p>Also, you may want to adjust the replication factor you defined for your keyspace(s).  For a 3-node cluster, you will want a replication factor of at least 2.  This will ensure that if one server goes down, you will still have one copy of the data out there.  And that should still allow your application to resolve (as long as your read/write consistency is set to ONE).</p>
",['initial_token']
20646598,24172932,2013-12-17 23:12:37,Token Aware Astyanax Connection pool connecting on nodes without distributing connections over nodes,"<p>I was using astyanax connection pool defined as this:</p>

<pre><code>ipSeeds = ""LOAD_BALANCER_HOST:9160"";
conPool.setSeeds(ipSeeds)
.setDiscoveryType(NodeDiscoveryType.TOKEN_AWARE)
.setConnectionPoolType(ConnectionPoolType.TOKEN_AWARE);
</code></pre>

<p>However, my cluster have 4 nodes and I have 8 client machines connecting on it. <code>LOAD_BALANCER_HOST</code> forwards requests to one of my four nodes.</p>

<p>On a client node, I have:</p>

<pre><code>$netstat -an | grep 9160 | awk '{print $5}' | sort |uniq -c
    235 node1:9160
    680 node2:9160
      4 node3:9160
      4 node4:9160
</code></pre>

<p>So although the ConnectionPoolType is <code>TOKEN_AWARE</code>, my client seems to be connecting mainly to node2, sometimes to node1, but almost never to nodes 3 and 4.<br>
Question is: 
Why is this happening? Shouldn't a token aware connection pool query the ring for the node list and connect to all the active nodes using round robin algorithm?</p>
",<cassandra><astyanax><amazon-elb><cassandra-2.0>,"<p><code>William Price</code> is totally right: the fact you're using a <code>TokenAwarePolicy</code> and possibly a default <code>Partitioner</code> means that
- first your data will be stored biased across your nodes and
- then on querying the <code>LoadbalancingPolicy</code> makes your driver remember the correct nodes to ask for</p>

<p>You can improve your cluster's performance by using some deviating or may be a custom partitioner to equally distribute your data. To randomly query nodes use either </p>

<ul>
<li><code>RoundRobinPolicy</code> (<a href=""http://www.datastax.com/doc-source/developer/java-apidocs/com/datastax/driver/core/policies/RoundRobinPolicy.html"" rel=""nofollow"">http://www.datastax.com/doc-source/developer/java-apidocs/com/datastax/driver/core/policies/RoundRobinPolicy.html</a>) or </li>
<li><code>DatacenterAwareRoundRobinPolicy</code> (<a href=""http://www.datastax.com/doc-source/developer/java-apidocs/com/datastax/driver/core/policies/DCAwareRoundRobinPolicy.html"" rel=""nofollow"">http://www.datastax.com/doc-source/developer/java-apidocs/com/datastax/driver/core/policies/DCAwareRoundRobinPolicy.html</a>).</li>
</ul>

<p>The latter, of course, needs the definition of data centers in your keyspace.</p>

<p>Without any further information I would suggest to just change the partitioner as a TokenAware load balancing policy is usually a good idea. The main load will end up on these nodes in the end -- the TokenAware policy get's you to the right coordinator just quicker.</p>
",['partitioner']
